Ngày,"Tên chiến dịch","Tên nhóm quảng cáo","Người tiếp cận","Lượt hiển thị","Số tiền đã chi tiêu (USD)","Người liên hệ qua nhắn tin mới","Lượt bắt đầu cuộc trò chuyện qua tin nhắn","Bình luận về bài viết","Lượt click vào liên kết","Bắt đầu báo cáo","Kết thúc báo cáo"
2023-11-02,"[ĐTPTDL] Power BI - vể bờ","11/10 - Power BI",2981,3218,12.14,1,1,,12,2022-08-04,2024-01-17
2023-11-02,"[ĐTPTDL] SQL - xin là cho","13/10 - SQL",2059,2659,12.4,1,2,1,1,2022-08-04,2024-01-17
2023-11-02,"ĐTPTDL] - DA - mới nhé","18/10 - DA",3154,3819,12.15,3,3,1,8,2022-08-04,2024-01-17
2023-11-01,"[ĐTPTDL] - Python - target mới","13/10 - Python - Advantage+",3910,4567,12.18,2,2,,13,2022-08-04,2024-01-17
2023-11-01,"[ĐTPTDL] Power BI - vể bờ","11/10 - Power BI",7853,8673,12.13,1,1,,43,2022-08-04,2024-01-17
2023-11-01,"[ĐTPTDL] SQL - xin là cho","13/10 - SQL",3781,4566,12.15,1,1,,5,2022-08-04,2024-01-17
2023-11-01,"ĐTPTDL] - DA - mới nhé","18/10 - DA",3531,4267,12.04,2,2,,7,2022-08-04,2024-01-17
2023-10-31,"[ĐTPTDL] - Python - target mới","13/10 - Python - Advantage+",5835,6079,12.23,1,1,,15,2022-08-04,2024-01-17
2023-10-31,"ĐTPTDL] - DA - mới nhé","18/10 - DA",5179,5481,12,,,1,8,2022-08-04,2024-01-17
2023-10-28,"[ĐTPTDL] - Python - target mới","13/10 - Python - Advantage+",1855,2033,4.82,3,3,3,5,2022-08-04,2024-01-17
2023-10-28,"ĐTPTDL] - DA - mới nhé","18/10 - DA",1391,1580,5.22,,,,2,2022-08-04,2024-01-17
2023-10-27,"[ĐTPTDL] - Python - target mới","13/10 - Python - Advantage+",2630,3133,9.8,2,2,,12,2022-08-04,2024-01-17
2023-10-27,"[ĐTPTDL] SQL - xin là cho","13/10 - SQL",13,13,0.15,,,,,2022-08-04,2024-01-17
2023-10-27,"ĐTPTDL] - DA - mới nhé","18/10 - DA",1997,2498,9.53,2,2,,4,2022-08-04,2024-01-17
2023-10-26,"[ĐTPTDL] - Python - target mới","13/10 - Python - Advantage+",2742,3227,9.72,3,3,2,10,2022-08-04,2024-01-17
2023-10-26,"[ĐTPTDL] SQL - xin là cho","13/10 - SQL",1790,2196,9.61,,,,2,2022-08-04,2024-01-17
2023-10-26,"ĐTPTDL] - DA - mới nhé","18/10 - DA",1608,1947,9.63,2,2,,3,2022-08-04,2024-01-17
2023-10-25,"[ĐTPTDL] - Python - target mới","13/10 - Python - Advantage+",2338,2724,9.67,6,6,3,12,2022-08-04,2024-01-17
2023-10-25,"[ĐTPTDL] SQL - xin là cho","13/10 - SQL",1895,2282,9.61,,,,4,2022-08-04,2024-01-17
2023-10-25,"ĐTPTDL] - DA - mới nhé","18/10 - DA",2022,2386,9.54,1,1,2,2,2022-08-04,2024-01-17
2023-10-24,"[ĐTPTDL] - Python - target mới","13/10 - Python - Advantage+",2532,2956,9.88,2,2,1,7,2022-08-04,2024-01-17
2023-10-24,"[ĐTPTDL] SQL - xin là cho","13/10 - SQL",1883,2252,10.31,,,,1,2022-08-04,2024-01-17
2023-10-24,"ĐTPTDL] - DA - mới nhé","18/10 - DA",1905,2315,9.96,3,3,1,6,2022-08-04,2024-01-17
2023-10-23,"Tương tác Page tháng 10","Nhóm quảng cáo Lượt tương tác mới",31,33,0.12,,,,,2022-08-04,2024-01-17
2023-10-23,"[ĐTPTDL] - Python - target mới","13/10 - Python - Advantage+",1954,2432,10.5,4,4,1,11,2022-08-04,2024-01-17
2023-10-23,"[ĐTPTDL] Power BI - vể bờ","11/10 - Power BI",2795,3248,9.98,,,,8,2022-08-04,2024-01-17
2023-10-23,"[ĐTPTDL] SQL - xin là cho","13/10 - SQL",1545,1920,10.12,3,3,2,3,2022-08-04,2024-01-17
2023-10-23,"ĐTPTDL] - DA - mới nhé","18/10 - DA",1588,2008,10.45,5,5,4,3,2022-08-04,2024-01-17
2023-10-22,"Tương tác Page tháng 10","Nhóm quảng cáo Lượt tương tác mới",224,240,0.91,,,,,2022-08-04,2024-01-17
2023-10-22,"[ĐTPTDL] - Python - target mới","13/10 - Python - Advantage+",3210,3381,9.94,,,1,2,2022-08-04,2024-01-17
2023-10-22,"[ĐTPTDL] Power BI - vể bờ","11/10 - Power BI",6272,6589,9.95,1,1,,34,2022-08-04,2024-01-17
2023-10-22,"[ĐTPTDL] SQL - xin là cho","13/10 - SQL",4045,4308,10.2,2,2,,8,2022-08-04,2024-01-17
2023-10-22,"ĐTPTDL] - DA - mới nhé","18/10 - DA",2698,2893,10.38,1,1,1,5,2022-08-04,2024-01-17
2023-10-18,"Tương tác Page tháng 10","Nhóm quảng cáo Lượt tương tác mới",213,246,0.92,,,,,2022-08-04,2024-01-17
2023-10-18,"[ĐTPTDL] - Python - target mới","13/10 - Python - Advantage+",1819,2007,6.36,1,1,,5,2022-08-04,2024-01-17
2023-10-18,"[ĐTPTDL] Power BI - vể bờ","11/10 - Power BI",2959,3310,9.01,3,4,3,5,2022-08-04,2024-01-17
2023-10-18,"[ĐTPTDL] SQL - xin là cho","13/10 - SQL",1479,1806,9,1,1,,5,2022-08-04,2024-01-17
2023-10-18,"ĐTPTDL] - DA - mới nhé","18/10 - DA",1172,1415,6.55,,,1,3,2022-08-04,2024-01-17
2023-10-17,"Tương tác Page tháng 10","Nhóm quảng cáo Lượt tương tác mới",207,261,1.17,,,,,2022-08-04,2024-01-17
2023-10-17,"[ĐTPTDL] - Python mới","13/10 - Python - Advantage+",2063,2392,8.19,1,1,2,5,2022-08-04,2024-01-17
2023-10-17,"[ĐTPTDL] Power BI - vể bờ","11/10 - Power BI",3363,3859,11.59,1,1,,9,2022-08-04,2024-01-17
2023-10-17,"[ĐTPTDL] SQL - xin là cho","13/10 - SQL",1418,1844,11.51,2,2,,5,2022-08-04,2024-01-17
2023-10-16,"Tương tác Page tháng 10","Nhóm quảng cáo Lượt tương tác mới",260,312,1.03,,,,1,2022-08-04,2024-01-17
2023-10-16,"[ĐTPTDL] - Python mới","13/10 - Python - Advantage+",2839,3472,11.91,3,4,3,9,2022-08-04,2024-01-17
2023-10-16,"[ĐTPTDL] Power BI - vể bờ","11/10 - Power BI",4430,4966,11.23,1,1,1,18,2022-08-04,2024-01-17
2023-10-16,"[ĐTPTDL] SQL - xin là cho","13/10 - SQL",2011,2532,11.53,,1,,3,2022-08-04,2024-01-17
2023-10-14,"Tương tác Page tháng 10","Nhóm quảng cáo Lượt tương tác mới",146,174,0.64,,,,,2022-08-04,2024-01-17
2023-10-14,"[ĐTPTDL] - Python mới","13/10 - Python - Advantage+",1992,2295,6.41,1,1,1,4,2022-08-04,2024-01-17
2023-10-14,"[ĐTPTDL] Power BI - vể bờ","11/10 - Power BI",1764,1995,5.83,3,3,,8,2022-08-04,2024-01-17
2023-10-14,"[ĐTPTDL] SQL - xin là cho","13/10 - SQL",1227,1449,5.01,,,1,1,2022-08-04,2024-01-17
2023-10-13,"Tương tác Page tháng 10","Nhóm quảng cáo Lượt tương tác mới",247,283,0.9,,,,,2022-08-04,2024-01-17
2023-10-13,"[ĐTPTDL] - Python mới","13/10 - Python - Advantage+",2255,2915,12.09,3,3,,16,2022-08-04,2024-01-17
2023-10-13,"[ĐTPTDL] - SQL","23/03 SQL",8,8,0.34,,,,1,2022-08-04,2024-01-17
2023-10-13,"[ĐTPTDL] Power BI - vể bờ","11/10 - Power BI",3063,3587,9.99,4,4,,16,2022-08-04,2024-01-17
2023-10-13,"[ĐTPTDL] SQL - xin là cho","13/10 - SQL",1473,2015,9.27,,,,2,2022-08-04,2024-01-17
2023-10-12,"Tương tác Page tháng 10","Nhóm quảng cáo Lượt tương tác mới",166,204,1.03,,,,,2022-08-04,2024-01-17
2023-10-12,"[ĐTPTDL] - Python mới","13/10 - Python - Advantage+",,,,1,1,,,2022-08-04,2024-01-17
2023-10-12,"[ĐTPTDL] - SQL","23/03 SQL",757,998,5.75,,,,2,2022-08-04,2024-01-17
2023-10-12,"[ĐTPTDL] Power BI - vể bờ","11/10 - Power BI",2887,3442,9.68,4,4,,10,2022-08-04,2024-01-17
2023-10-11,"Tương tác Page tháng 10","Nhóm quảng cáo Lượt tương tác mới",6,6,0.01,,,,,2022-08-04,2024-01-17
2023-10-11,"[ĐTPTDL] - BI Track - phân tích kinh doanh","BI Track_PTKD_06/07",1767,2106,9.03,,,,2,2022-08-04,2024-01-17
2023-10-11,"[ĐTPTDL] - Python mới","13/10 - Python - Advantage+",2309,2674,9.11,,,1,7,2022-08-04,2024-01-17
2023-10-11,"[ĐTPTDL] - SQL","23/03 SQL",872,1043,5.85,,1,,1,2022-08-04,2024-01-17
2023-10-11,"[ĐTPTDL] Power BI - vể bờ","11/10 - Power BI",2906,3529,9.06,2,2,,13,2022-08-04,2024-01-17
2023-10-10,"[ĐTPTDL] - BI Track - phân tích kinh doanh","BI Track_PTKD_06/07",269,293,1.78,1,1,,1,2022-08-04,2024-01-17
2023-10-10,"[ĐTPTDL] - Python mới","13/10 - Python - Advantage+",627,671,1.57,,,,1,2022-08-04,2024-01-17
2023-10-10,"[ĐTPTDL] - SQL","23/03 SQL",144,155,0.98,,,,,2022-08-04,2024-01-17
2023-10-09,"[ĐTPTDL] - BI Track - phân tích kinh doanh","BI Track_PTKD_06/07",1037,1202,10.27,1,1,,2,2022-08-04,2024-01-17
2023-10-09,"[ĐTPTDL] - Python mới","13/10 - Python - Advantage+",2378,2869,10.24,1,1,,6,2022-08-04,2024-01-17
2023-10-09,"[ĐTPTDL] - SQL","23/03 SQL",495,616,5.55,,,,4,2022-08-04,2024-01-17
2023-10-08,"Tương tác Page tháng 10","Nhóm quảng cáo Lượt tương tác mới",,,,2,2,,,2022-08-04,2024-01-17
2023-10-08,"[ĐTPTDL] - BI Track - phân tích kinh doanh","BI Track_PTKD_06/07",1962,2282,9.9,2,2,,3,2022-08-04,2024-01-17
2023-10-08,"[ĐTPTDL] - Python mới","13/10 - Python - Advantage+",2492,2989,9.91,4,4,,9,2022-08-04,2024-01-17
2023-10-08,"[ĐTPTDL] - SQL","23/03 SQL",495,601,4.97,1,1,,5,2022-08-04,2024-01-17
2023-10-07,"Tương tác Page tháng 10","Nhóm quảng cáo Lượt tương tác mới",2179,2567,4.29,2,2,,20,2022-08-04,2024-01-17
2023-10-07,"[ĐTPLDL]-  PowerBI","Content PBI 27/09",3816,4752,15.59,,,,13,2022-08-04,2024-01-17
2023-10-07,"[ĐTPTDL] - BI Track - phân tích kinh doanh","BI Track_PTKD_06/07",2671,3105,10.46,,,,4,2022-08-04,2024-01-17
2023-10-07,"[ĐTPTDL] - Python mới","13/10 - Python - Advantage+",2440,2863,10.22,2,2,,10,2022-08-04,2024-01-17
2023-10-07,"[ĐTPTDL] - SQL","23/03 SQL",508,597,4.59,,,,,2022-08-04,2024-01-17
2023-10-06,"Tương tác Page tháng 10","Nhóm quảng cáo Lượt tương tác mới",1725,2070,4.63,3,3,1,15,2022-08-04,2024-01-17
2023-10-06,"[ĐTPLDL]-  PowerBI","Content PBI 27/09",2955,3763,14.23,1,1,,10,2022-08-04,2024-01-17
2023-10-06,"[ĐTPTDL] - BI Track - phân tích kinh doanh","BI Track_PTKD_06/07",2307,2654,9.6,,1,,7,2022-08-04,2024-01-17
2023-10-06,"[ĐTPTDL] - Python mới","13/10 - Python - Advantage+",2382,2876,10.16,,,,8,2022-08-04,2024-01-17
2023-10-06,"[ĐTPTDL] - SQL","23/03 SQL",500,586,4.63,1,1,,1,2022-08-04,2024-01-17
2023-10-05,"Tương tác Page tháng 10","Nhóm quảng cáo Lượt tương tác mới",1768,2178,3.98,2,2,,9,2022-08-04,2024-01-17
2023-10-05,"[ĐTPLDL]-  PowerBI","Content PBI 27/09",2615,3386,14.53,2,2,1,18,2022-08-04,2024-01-17
2023-10-05,"[ĐTPTDL] - BI Track - phân tích kinh doanh","BI Track_PTKD_06/07",2420,2793,9.92,,,,2,2022-08-04,2024-01-17
2023-10-05,"[ĐTPTDL] - Python mới","13/10 - Python - Advantage+",2803,3369,10.17,3,3,,6,2022-08-04,2024-01-17
2023-10-05,"[ĐTPTDL] - SQL","23/03 SQL",615,760,5.08,,,,2,2022-08-04,2024-01-17
2023-10-04,"[ĐTPLDL]-  PowerBI","Content PBI 27/09",2020,2583,11.24,,,,13,2022-08-04,2024-01-17
2023-10-04,"[ĐTPTDL] - BI Track - phân tích kinh doanh","BI Track_PTKD_06/07",2159,2553,10.17,1,2,1,4,2022-08-04,2024-01-17
2023-10-04,"[ĐTPTDL] - Python mới","13/10 - Python - Advantage+",2834,3458,9.61,1,1,1,5,2022-08-04,2024-01-17
2023-10-04,"[ĐTPTDL] - SQL","23/03 SQL",592,712,5.37,,,,2,2022-08-04,2024-01-17
2023-10-03,"[ĐTPLDL]-  PowerBI","Content PBI 27/09",2546,3214,12.08,1,1,,8,2022-08-04,2024-01-17
2023-10-03,"[ĐTPTDL] - BI Track - phân tích kinh doanh","BI Track_PTKD_06/07",2301,2732,9.92,,,,5,2022-08-04,2024-01-17
2023-10-03,"[ĐTPTDL] - Python mới","13/10 - Python - Advantage+",2996,3576,9.83,2,2,1,9,2022-08-04,2024-01-17
2023-10-03,"[ĐTPTDL] - SQL","23/03 SQL",495,599,5.05,1,1,,1,2022-08-04,2024-01-17
2023-10-02,"[ĐTPLDL]-  PowerBI","Content PBI 27/09",2966,3818,12.08,2,2,,14,2022-08-04,2024-01-17
2023-10-02,"[ĐTPTDL] - BI Track - phân tích kinh doanh","BI Track_PTKD_06/07",2703,3189,9.99,2,2,,6,2022-08-04,2024-01-17
2023-10-02,"[ĐTPTDL] - Python mới","13/10 - Python - Advantage+",3080,3703,9.85,1,1,,6,2022-08-04,2024-01-17
2023-10-02,"[ĐTPTDL] - SQL","23/03 SQL",391,498,4.97,2,2,,2,2022-08-04,2024-01-17
2023-10-01,"[ĐTPLDL]-  PowerBI","Content PBI 27/09",2774,3320,10,2,3,,11,2022-08-04,2024-01-17
2023-10-01,"[ĐTPTDL] - BI Track - phân tích kinh doanh","BI Track_PTKD_06/07",2793,3309,9.94,,,,2,2022-08-04,2024-01-17
2023-10-01,"[ĐTPTDL] - DA with Python Track","[ĐTPTDL] DA for Python Track - 09/08",2267,2684,10.44,1,1,,5,2022-08-04,2024-01-17
2023-10-01,"[ĐTPTDL] - Python mới","13/10 - Python - Advantage+",3853,4582,10.15,1,1,,8,2022-08-04,2024-01-17
2023-10-01,"[ĐTPTDL] - SQL","23/03 SQL",683,837,5.26,,,,3,2022-08-04,2024-01-17
2023-09-30,"[ĐTPLDL]-  PowerBI","Content PBI 27/09",4008,5096,14.01,,,,9,2022-08-04,2024-01-17
2023-09-30,"[ĐTPTDL] - BI Track - phân tích kinh doanh","BI Track_PTKD_06/07",3365,4005,12.22,2,2,1,11,2022-08-04,2024-01-17
2023-09-30,"[ĐTPTDL] - DA with Python Track","[ĐTPTDL] DA for Python Track - 09/08",3342,3965,13.84,1,1,1,16,2022-08-04,2024-01-17
2023-09-30,"[ĐTPTDL] - Python mới","13/10 - Python - Advantage+",3792,4664,12.1,2,2,,11,2022-08-04,2024-01-17
2023-09-30,"[ĐTPTDL] - SQL","23/03 SQL",704,832,6.11,1,1,,3,2022-08-04,2024-01-17
2023-09-29,"[ĐTPLDL]-  PowerBI","Content PBI 27/09",5679,6375,14.12,,,,17,2022-08-04,2024-01-17
2023-09-29,"[ĐTPTDL] - BI Track - phân tích kinh doanh","BI Track_PTKD_06/07",2867,3448,11.64,1,1,,5,2022-08-04,2024-01-17
2023-09-29,"[ĐTPTDL] - DA with Python Track","[ĐTPTDL] DA for Python Track - 09/08",3585,4238,12.88,1,1,1,11,2022-08-04,2024-01-17
2023-09-29,"[ĐTPTDL] - Python mới","13/10 - Python - Advantage+",3058,3848,11.99,2,2,2,7,2022-08-04,2024-01-17
2023-09-29,"[ĐTPTDL] - SQL","23/03 SQL",862,1034,6.09,1,2,,8,2022-08-04,2024-01-17
2023-09-28,"[ĐTPTDL] - BI Track - phân tích kinh doanh","BI Track_PTKD_06/07",3228,3379,12.01,,1,,9,2022-08-04,2024-01-17
2023-09-28,"[ĐTPTDL] - DA with Python Track","[ĐTPTDL] DA for Python Track - 09/08",5614,5942,12.65,1,1,,9,2022-08-04,2024-01-17
2023-09-28,"[ĐTPTDL] - Power BI - Chìa khóa- 26/04","[ĐTPTDL] Power BI_Chìa khóa_26/04",,,,,1,,,2022-08-04,2024-01-17
2023-09-28,"[ĐTPTDL] - Python mới","13/10 - Python - Advantage+",4238,4409,11.49,,,,9,2022-08-04,2024-01-17
2023-09-28,"[ĐTPTDL] - SQL","23/03 SQL",1911,1981,5.69,,,,5,2022-08-04,2024-01-17
2023-09-27,"[ĐTPLDL]-  PowerBI","Content PBI 27/09",6400,7314,8.91,1,1,1,29,2022-08-04,2024-01-17
2023-09-27,"[ĐTPTDL] - BI Track - phân tích kinh doanh","BI Track_PTKD_06/07",1981,2316,8.86,2,2,1,6,2022-08-04,2024-01-17
2023-09-27,"[ĐTPTDL] - DA with Python Track","[ĐTPTDL] DA for Python Track - 09/08",1545,1838,9.78,1,1,1,4,2022-08-04,2024-01-17
2023-09-27,"[ĐTPTDL] - Power BI - Chìa khóa- 26/04","[ĐTPTDL] Power BI_Chìa khóa_26/04",716,832,5.06,,,,3,2022-08-04,2024-01-17
2023-09-27,"[ĐTPTDL] - Python mới","13/10 - Python - Advantage+",1825,2255,9.9,3,3,,3,2022-08-04,2024-01-17
2023-09-27,"[ĐTPTDL] - SQL","23/03 SQL",583,666,5.39,1,1,,2,2022-08-04,2024-01-17
2023-09-26,"[ĐTPTDL] - BI Track - phân tích kinh doanh","BI Track_PTKD_06/07",2223,2658,12.01,,1,,6,2022-08-04,2024-01-17
2023-09-26,"[ĐTPTDL] - DA with Python Track","[ĐTPTDL] DA for Python Track - 09/08",2124,2505,12.5,3,3,,8,2022-08-04,2024-01-17
2023-09-26,"[ĐTPTDL] - Power BI - Chìa khóa- 26/04","[ĐTPTDL] Power BI_Chìa khóa_26/04",591,650,6.2,1,1,,1,2022-08-04,2024-01-17
2023-09-26,"[ĐTPTDL] - Python mới","13/10 - Python - Advantage+",2000,2481,12.24,,,,3,2022-08-04,2024-01-17
2023-09-26,"[ĐTPTDL] - SQL","23/03 SQL",823,944,6.14,,,,1,2022-08-04,2024-01-17
2023-09-25,"[ĐTPTDL] - BI Track - phân tích kinh doanh","BI Track_PTKD_06/07",221,241,2.85,1,1,,2,2022-08-04,2024-01-17
2023-09-25,"[ĐTPTDL] - DA with Python Track","[ĐTPTDL] DA for Python Track - 09/08",768,798,2.44,,,,3,2022-08-04,2024-01-17
2023-09-25,"[ĐTPTDL] - Power BI - Chìa khóa- 26/04","[ĐTPTDL] Power BI_Chìa khóa_26/04",188,194,1.65,,,,,2022-08-04,2024-01-17
2023-09-25,"[ĐTPTDL] - Python mới","13/10 - Python - Advantage+",1173,1222,5.81,,,,5,2022-08-04,2024-01-17
2023-09-25,"[ĐTPTDL] - SQL - TGDL","11/05 SQL",459,492,1.19,,,,1,2022-08-04,2024-01-17
2023-09-25,"[ĐTPTDL] - SQL - TGDL","11/05 SQL content mới",245,252,1.93,,,,,2022-08-04,2024-01-17
2023-09-24,"[ĐTPTDL] - BI Track - phân tích kinh doanh","BI Track_PTKD_06/07",764,961,9.75,2,2,,4,2022-08-04,2024-01-17
2023-09-24,"[ĐTPTDL] - BI Track - phân tích kinh doanh","BI Track_PTKD_TGDN_24/06",6,6,0.01,,,,,2022-08-04,2024-01-17
2023-09-24,"[ĐTPTDL] - DA with Python Track","[ĐTPTDL] DA for Python Track - 09/08",13,13,0.25,,,,,2022-08-04,2024-01-17
2023-09-24,"[ĐTPTDL] - Power BI - Chìa khóa- 26/04","[ĐTPTDL] Power BI_Chìa khóa_26/04",4,4,0.16,,,,,2022-08-04,2024-01-17
2023-09-24,"[ĐTPTDL] - SQL","23/03 SQL",5,5,0.1,,,,,2022-08-04,2024-01-17
2023-09-24,"[ĐTPTDL] - SQL - TGDL","11/05 SQL",9,9,0.05,,,,,2022-08-04,2024-01-17
2023-09-24,"[ĐTPTDL] - SQL - TGDL","11/05 SQL content mới",5,5,0.01,,,,,2022-08-04,2024-01-17
2023-09-23,"[ĐTPTDL] - BI Track - phân tích kinh doanh","BI Track_PTKD_06/07",724,822,6.44,1,1,,4,2022-08-04,2024-01-17
2023-09-23,"[ĐTPTDL] - BI Track - phân tích kinh doanh","BI Track_PTKD_TGDN_24/06",433,498,5.36,,,,1,2022-08-04,2024-01-17
2023-09-23,"[ĐTPTDL] - DA with Python Track","[ĐTPTDL] DA for Python Track - 09/08",1257,1442,12.19,,,,1,2022-08-04,2024-01-17
2023-09-23,"[ĐTPTDL] - Power BI - Chìa khóa- 26/04","[ĐTPTDL] Power BI_Chìa khóa_26/04",958,1020,6.22,,,,1,2022-08-04,2024-01-17
2023-09-23,"[ĐTPTDL] - SQL","23/03 SQL",753,858,6.22,,,,,2022-08-04,2024-01-17
2023-09-23,"[ĐTPTDL] - SQL - TGDL","11/05 SQL",1492,1627,6.09,,,,2,2022-08-04,2024-01-17
2023-09-23,"[ĐTPTDL] - SQL - TGDL","11/05 SQL content mới",682,763,6.25,,,,,2022-08-04,2024-01-17
2023-09-22,"[ĐTPTDL] - BI Track - phân tích kinh doanh","BI Track_PTKD_06/07",1078,1222,5.75,3,3,,4,2022-08-04,2024-01-17
2023-09-22,"[ĐTPTDL] - BI Track - phân tích kinh doanh","BI Track_PTKD_TGDN_24/06",700,789,5.42,,,,1,2022-08-04,2024-01-17
2023-09-22,"[ĐTPTDL] - DA with Python Track","[ĐTPTDL] DA for Python Track - 09/08",1121,1308,8.29,,,,3,2022-08-04,2024-01-17
2023-09-22,"[ĐTPTDL] - GG Data studio","18/07 GG Data studio",274,321,4.48,,,,,2022-08-04,2024-01-17
2023-09-22,"[ĐTPTDL] - Power BI","PBI 23/06 content mới",432,504,4.04,,,,,2022-08-04,2024-01-17
2023-09-22,"[ĐTPTDL] - Power BI","PBI cho người nâng cao kiến thức",543,661,4.06,,,,2,2022-08-04,2024-01-17
2023-09-22,"[ĐTPTDL] - Power BI - Chìa khóa- 26/04","[ĐTPTDL] Power BI_Chìa khóa_26/04",791,848,6.18,,1,,6,2022-08-04,2024-01-17
2023-09-22,"[ĐTPTDL] - Power BI - Nỗi lo báo cáo","[ĐTPTDL] Power BI_05/05_Nỗi lo báo cáo_TGMKT [24-29]",1399,1537,4.03,,,,5,2022-08-04,2024-01-17
2023-09-22,"[ĐTPTDL] - Power BI - Nỗi lo báo cáo","[ĐTPTDL] Power BI_05/05_Nỗi lo báo cáo_TGMKT [30-35]",1158,1293,3.94,,,,2,2022-08-04,2024-01-17
2023-09-22,"[ĐTPTDL] - SQL","23/03 SQL",600,744,6.16,1,1,,1,2022-08-04,2024-01-17
2023-09-22,"[ĐTPTDL] - SQL - TGDL","11/05 SQL",1664,1915,4.48,,,,8,2022-08-04,2024-01-17
2023-09-22,"[ĐTPTDL] - SQL - TGDL","11/05 SQL content mới",578,685,3.93,,,,1,2022-08-04,2024-01-17
2023-09-21,"[ĐTPTDL] - BI Track - phân tích kinh doanh","BI Track_PTKD_06/07",591,654,3.38,,,,1,2022-08-04,2024-01-17
2023-09-21,"[ĐTPTDL] - BI Track - phân tích kinh doanh","BI Track_PTKD_TGDN_24/06",567,630,4,,,,,2022-08-04,2024-01-17
2023-09-21,"[ĐTPTDL] - DA with Python Track","[ĐTPTDL] DA for Python Track - 09/08",1126,1301,8.17,,,,3,2022-08-04,2024-01-17
2023-09-21,"[ĐTPTDL] - Power BI","PBI 23/06 content mới",548,650,3.51,,,,,2022-08-04,2024-01-17
2023-09-21,"[ĐTPTDL] - Power BI","PBI cho người nâng cao kiến thức",520,585,3.46,,,,6,2022-08-04,2024-01-17
2023-09-21,"[ĐTPTDL] - Power BI - Chìa khóa- 26/04","[ĐTPTDL] Power BI_Chìa khóa_26/04",60,61,1.36,,,,,2022-08-04,2024-01-17
2023-09-21,"[ĐTPTDL] - Power BI - Nỗi lo báo cáo","[ĐTPTDL] Power BI_05/05_Nỗi lo báo cáo_TGMKT [24-29]",967,1067,3.57,1,1,,2,2022-08-04,2024-01-17
2023-09-21,"[ĐTPTDL] - Power BI - Nỗi lo báo cáo","[ĐTPTDL] Power BI_05/05_Nỗi lo báo cáo_TGMKT [30-35]",607,674,3.34,,,,,2022-08-04,2024-01-17
2023-09-21,"[ĐTPTDL] - SQL - TGDL","11/05 SQL",996,1095,3.3,,1,,1,2022-08-04,2024-01-17
2023-09-21,"[ĐTPTDL] - SQL - TGDL","11/05 SQL content mới",774,892,3.33,,,,2,2022-08-04,2024-01-17
2023-09-20,"[ĐTPTDL] - BI Track - phân tích kinh doanh","BI Track_PTKD_06/07",688,789,5.29,1,1,,4,2022-08-04,2024-01-17
2023-09-20,"[ĐTPTDL] - BI Track - phân tích kinh doanh","BI Track_PTKD_TGDN_24/06",651,732,5.27,,,,1,2022-08-04,2024-01-17
2023-09-20,"[ĐTPTDL] - DA with Python Track","[ĐTPTDL] DA for Python Track - 09/08",1022,1102,7.04,,,,,2022-08-04,2024-01-17
2023-09-20,"[ĐTPTDL] - Power BI","PBI 23/06 content mới",387,451,5.21,1,2,,3,2022-08-04,2024-01-17
2023-09-20,"[ĐTPTDL] - Power BI","PBI cho người nâng cao kiến thức",593,685,5.08,1,1,,1,2022-08-04,2024-01-17
2023-09-20,"[ĐTPTDL] - Power BI - Chìa khóa- 26/04","[ĐTPTDL] Power BI_Chìa khóa_26/04",420,464,5.24,,,,1,2022-08-04,2024-01-17
2023-09-20,"[ĐTPTDL] - Power BI - Nỗi lo báo cáo","[ĐTPTDL] Power BI_05/05_Nỗi lo báo cáo_TGMKT [24-29]",1305,1461,5.04,,,,2,2022-08-04,2024-01-17
2023-09-20,"[ĐTPTDL] - Power BI - Nỗi lo báo cáo","[ĐTPTDL] Power BI_05/05_Nỗi lo báo cáo_TGMKT [30-35]",1175,1320,5.37,2,2,1,3,2022-08-04,2024-01-17
2023-09-20,"[ĐTPTDL] - SQL - TGDL","11/05 SQL",1410,1646,5,,,,4,2022-08-04,2024-01-17
2023-09-20,"[ĐTPTDL] - SQL - TGDL","11/05 SQL content mới",710,847,5.16,1,1,,,2022-08-04,2024-01-17
2023-09-20,"[ĐTPTDL] - SQL - new content","27/05 SQL",344,404,8.27,,,,,2022-08-04,2024-01-17
2023-09-19,"[ĐTPTDL] - BI Track - phân tích kinh doanh","BI Track_PTKD_06/07",835,949,4.93,,,,1,2022-08-04,2024-01-17
2023-09-19,"[ĐTPTDL] - BI Track - phân tích kinh doanh","BI Track_PTKD_TGDN_24/06",835,933,5.02,2,2,,4,2022-08-04,2024-01-17
2023-09-19,"[ĐTPTDL] - DA with Python Track","[ĐTPTDL] DA for Python Track - 09/08",1241,1441,9.96,3,3,1,6,2022-08-04,2024-01-17
2023-09-19,"[ĐTPTDL] - Power BI","PBI 23/06 content mới",730,861,5,,,,1,2022-08-04,2024-01-17
2023-09-19,"[ĐTPTDL] - Power BI","PBI cho người nâng cao kiến thức",847,967,5.06,,,,1,2022-08-04,2024-01-17
2023-09-19,"[ĐTPTDL] - Power BI - Chìa khóa- 26/04","[ĐTPTDL] Power BI_Chìa khóa_26/04",398,432,5.07,,,,2,2022-08-04,2024-01-17
2023-09-19,"[ĐTPTDL] - Power BI - Nỗi lo báo cáo","[ĐTPTDL] Power BI_05/05_Nỗi lo báo cáo_TGMKT [24-29]",885,978,4.87,1,1,,4,2022-08-04,2024-01-17
