Ngày,"Tên chiến dịch","Tên nhóm quảng cáo","Người tiếp cận","Lượt hiển thị","Số tiền đã chi tiêu (USD)","Người liên hệ qua nhắn tin mới","Lượt bắt đầu cuộc trò chuyện qua tin nhắn","Bình luận về bài viết","Lượt click vào liên kết","Bắt đầu báo cáo","Kết thúc báo cáo"
2022-12-27,"[ĐTPTDL] - BI Track - cần thay đổi","12/11 BI Track",2771,3517,11.58,1,1,,6,2022-08-04,2024-01-17
2022-12-27,"[ĐTPTDL] - Excel VBA","12/11 Excel",3118,4068,11.6,2,2,1,10,2022-08-04,2024-01-17
2022-12-27,"[ĐTPTDL] - Power BI - Ngày 09/08 bật lại","13/12 Power BI- Theo dõi",5684,6137,11.77,3,3,1,26,2022-08-04,2024-01-17
2022-12-27,"[ĐTPTDL] - Python combo","22/09 - Python combo",6608,8083,11.75,10,11,5,22,2022-08-04,2024-01-17
2022-12-25,"[ĐTPTDL] - BI Track - cần thay đổi","12/11 BI Track",,,,1,1,,,2022-08-04,2024-01-17
2022-12-22,"[ĐTPTDL] - BA","BA 20/09",903,1013,2.74,1,1,,1,2022-08-04,2024-01-17
2022-12-22,"[ĐTPTDL] - BI Track - cần thay đổi","12/11 BI Track",999,1088,2.68,,,,3,2022-08-04,2024-01-17
2022-12-22,"[ĐTPTDL] - Excel VBA","12/11 Excel",947,1038,2.66,,,,2,2022-08-04,2024-01-17
2022-12-22,"[ĐTPTDL] - Power BI - Ngày 09/08 bật lại","13/12 Power BI- Theo dõi",1432,1480,2.87,2,2,1,3,2022-08-04,2024-01-17
2022-12-22,"[ĐTPTDL] - Python combo","22/09 - Python combo",1843,1941,2.85,2,2,,2,2022-08-04,2024-01-17
2022-12-22,"[ĐTPTDL] - Ưu đãi giáng sinh","14/12 Ưu đãi giáng sinh",786,870,2.69,,,,,2022-08-04,2024-01-17
2022-12-21,"[ĐTPTDL] - BA","BA 20/09",3523,4364,11.65,2,2,,8,2022-08-04,2024-01-17
2022-12-21,"[ĐTPTDL] - BI Track - cần thay đổi","12/11 BI Track",3335,3980,11.7,1,2,2,15,2022-08-04,2024-01-17
2022-12-21,"[ĐTPTDL] - Data Science","29/09 Data Science [25-34]",1114,1352,8,,,,3,2022-08-04,2024-01-17
2022-12-21,"[ĐTPTDL] - Excel VBA","12/11 Excel",3958,4741,11.49,5,5,,7,2022-08-04,2024-01-17
2022-12-21,"[ĐTPTDL] - Power BI - Ngày 09/08 bật lại","13/12 Power BI- Theo dõi",5832,6085,11.87,1,1,,36,2022-08-04,2024-01-17
2022-12-21,"[ĐTPTDL] - Python combo","22/09 - Python combo",7110,8245,11.42,4,4,3,7,2022-08-04,2024-01-17
2022-12-21,"[ĐTPTDL] - SQL","1/11 SQL - HCM",4869,5370,7.99,,,,5,2022-08-04,2024-01-17
2022-12-21,"[ĐTPTDL] - Ưu đãi giáng sinh","14/12 Ưu đãi giáng sinh",2790,3483,11.5,3,3,,5,2022-08-04,2024-01-17
2022-12-20,"[ĐTPTDL] - BA","BA 20/09",3262,4128,11.81,1,1,,6,2022-08-04,2024-01-17
2022-12-20,"[ĐTPTDL] - BI Track - cần thay đổi","12/11 BI Track",3363,4059,11.58,1,1,,6,2022-08-04,2024-01-17
2022-12-20,"[ĐTPTDL] - Data Science","29/09 Data Science [25-34]",1481,1930,11.61,1,1,,3,2022-08-04,2024-01-17
2022-12-20,"[ĐTPTDL] - Excel VBA","12/11 Excel",3969,4850,11.52,3,3,1,11,2022-08-04,2024-01-17
2022-12-20,"[ĐTPTDL] - Power BI - Ngày 09/08 bật lại","13/12 Power BI- Theo dõi",5338,5762,11.64,2,3,3,22,2022-08-04,2024-01-17
2022-12-20,"[ĐTPTDL] - Python combo","22/09 - Python combo",6946,8037,11.78,3,3,3,6,2022-08-04,2024-01-17
2022-12-20,"[ĐTPTDL] - SQL","1/11 SQL - HCM",6144,7357,11.75,1,2,,11,2022-08-04,2024-01-17
2022-12-20,"[ĐTPTDL] - Ưu đãi giáng sinh","14/12 Ưu đãi giáng sinh",2744,3466,11.45,,,,4,2022-08-04,2024-01-17
2022-12-19,"[ĐTPTDL] - BA","BA 20/09",3957,5002,11.87,2,2,,9,2022-08-04,2024-01-17
2022-12-19,"[ĐTPTDL] - BI Track - cần thay đổi","12/11 BI Track",3699,4512,11.77,2,3,,8,2022-08-04,2024-01-17
2022-12-19,"[ĐTPTDL] - Data Science","29/09 Data Science [25-34]",1968,2494,11.66,2,2,,3,2022-08-04,2024-01-17
2022-12-19,"[ĐTPTDL] - Excel VBA","12/11 Excel",4733,5753,11.61,2,3,2,7,2022-08-04,2024-01-17
2022-12-19,"[ĐTPTDL] - Power BI - Ngày 09/08 bật lại","13/12 Power BI- Theo dõi",6484,7078,11.71,4,4,,40,2022-08-04,2024-01-17
2022-12-19,"[ĐTPTDL] - Python Track","06/12 Python track [22-26]",4038,4999,10.69,,,,1,2022-08-04,2024-01-17
2022-12-19,"[ĐTPTDL] - Python combo","22/09 - Python combo",6324,7502,11.73,2,3,1,5,2022-08-04,2024-01-17
2022-12-19,"[ĐTPTDL] - SQL","1/11 SQL - HCM",8272,9984,11.79,1,1,3,18,2022-08-04,2024-01-17
2022-12-19,"[ĐTPTDL] - Ưu đãi giáng sinh","14/12 Ưu đãi giáng sinh",3236,3987,11.92,1,2,1,7,2022-08-04,2024-01-17
2022-12-16,"[ĐTPTDL] - Python combo","22/09 - Python combo",,,,1,1,,,2022-08-04,2024-01-17
2022-12-15,"[ĐTPTDL] - BA","BA 20/09",2279,2654,7.74,1,1,,5,2022-08-04,2024-01-17
2022-12-15,"[ĐTPTDL] - BI Track - cần thay đổi","12/11 BI Track",2023,2312,7.6,3,3,1,4,2022-08-04,2024-01-17
2022-12-15,"[ĐTPTDL] - Data Science","29/09 Data Science [25-34]",977,1174,7.74,1,1,,3,2022-08-04,2024-01-17
2022-12-15,"[ĐTPTDL] - Excel VBA","12/11 Excel",2221,2606,7.8,3,3,2,8,2022-08-04,2024-01-17
2022-12-15,"[ĐTPTDL] - Power BI - Ngày 09/08 bật lại","13/12 Power BI- Theo dõi",3497,3706,8.72,1,2,,14,2022-08-04,2024-01-17
2022-12-15,"[ĐTPTDL] - Python Track","06/12 Python track [22-26]",2545,3027,7.68,1,1,,3,2022-08-04,2024-01-17
2022-12-15,"[ĐTPTDL] - Python combo","22/09 - Python combo",4489,4970,8.38,3,3,,13,2022-08-04,2024-01-17
2022-12-15,"[ĐTPTDL] - SQL","1/11 SQL - HCM",4192,4548,7.57,,,,8,2022-08-04,2024-01-17
2022-12-15,"[ĐTPTDL] - Ưu đãi giáng sinh","14/12 Ưu đãi giáng sinh",1687,2149,7.91,1,1,,5,2022-08-04,2024-01-17
2022-12-14,"[ĐTPTDL] - BA","BA 20/09",2552,3038,9.67,2,2,,2,2022-08-04,2024-01-17
2022-12-14,"[ĐTPTDL] - BI Track - cần thay đổi","12/11 BI Track",2152,2489,9.69,1,1,2,4,2022-08-04,2024-01-17
2022-12-14,"[ĐTPTDL] - Data Science","29/09 Data Science [25-34]",1288,1534,9.95,,,,1,2022-08-04,2024-01-17
2022-12-14,"[ĐTPTDL] - Excel VBA","12/11 Excel",2340,2865,9.59,3,3,2,6,2022-08-04,2024-01-17
2022-12-14,"[ĐTPTDL] - Power BI - Ngày 09/08 bật lại","13/12 Power BI- Theo dõi",3279,3513,9.81,3,3,,13,2022-08-04,2024-01-17
2022-12-14,"[ĐTPTDL] - Python Track","06/12 Python track [22-26]",3097,3813,9.52,,,,7,2022-08-04,2024-01-17
2022-12-14,"[ĐTPTDL] - Python combo","22/09 - Python combo",4769,5314,9.65,3,4,1,10,2022-08-04,2024-01-17
2022-12-14,"[ĐTPTDL] - SQL","1/11 SQL - HCM",5010,5662,9.65,1,1,,13,2022-08-04,2024-01-17
2022-12-14,"[ĐTPTDL] - Ưu đãi giáng sinh","14/12 Ưu đãi giáng sinh",1661,2120,7.89,1,1,,3,2022-08-04,2024-01-17
2022-12-13,"[ĐTPTDL] - BA","BA 20/09",2541,3025,9.77,1,1,,1,2022-08-04,2024-01-17
2022-12-13,"[ĐTPTDL] - BI Track - cần thay đổi","12/11 BI Track",2171,2572,10.06,1,1,,3,2022-08-04,2024-01-17
2022-12-13,"[ĐTPTDL] - Data Science","29/09 Data Science [25-34]",1364,1626,9.68,1,1,,4,2022-08-04,2024-01-17
2022-12-13,"[ĐTPTDL] - Excel VBA","12/11 Excel",2508,3056,9.97,2,2,,7,2022-08-04,2024-01-17
2022-12-13,"[ĐTPTDL] - Power BI - Ngày 09/08 bật lại","13/12 Power BI- Theo dõi",3401,3660,9.64,6,6,2,28,2022-08-04,2024-01-17
2022-12-13,"[ĐTPTDL] - Python Track","06/12 Python track [22-26]",2902,3499,10.04,2,2,,9,2022-08-04,2024-01-17
2022-12-13,"[ĐTPTDL] - Python combo","22/09 - Python combo",4797,5355,10.05,4,5,1,9,2022-08-04,2024-01-17
2022-12-13,"[ĐTPTDL] - SQL","1/11 SQL - HCM",5920,6690,9.98,1,2,,12,2022-08-04,2024-01-17
2022-12-12,"[ĐTPTDL] - BA","BA 20/09",2188,2664,10.29,1,1,1,3,2022-08-04,2024-01-17
2022-12-12,"[ĐTPTDL] - BI Track - cần thay đổi","12/11 BI Track",1330,1592,10.26,3,3,,3,2022-08-04,2024-01-17
2022-12-12,"[ĐTPTDL] - Data Science","29/09 Data Science [25-34]",1245,1488,10.09,3,3,,7,2022-08-04,2024-01-17
2022-12-12,"[ĐTPTDL] - Excel VBA","12/11 Excel",1910,2275,10.26,5,6,,8,2022-08-04,2024-01-17
2022-12-12,"[ĐTPTDL] - Power BI - Ngày 09/08 bật lại","03/11 Power BI",952,1049,6.49,,,,,2022-08-04,2024-01-17
2022-12-12,"[ĐTPTDL] - Power BI - Ngày 09/08 bật lại","23/09 - Power BI [18-24]",2198,2391,6.88,,,,5,2022-08-04,2024-01-17
2022-12-12,"[ĐTPTDL] - Python Track","06/12 Python track [22-26]",2112,2545,10.03,1,2,,3,2022-08-04,2024-01-17
2022-12-12,"[ĐTPTDL] - Python combo","22/09 - Python combo",3726,4190,9.86,3,4,1,8,2022-08-04,2024-01-17
2022-12-12,"[ĐTPTDL] - SQL","1/11 SQL - HCM",4946,5442,10.32,2,2,,12,2022-08-04,2024-01-17
2022-12-11,"[ĐTPTDL] - BA","BA 20/09",2142,2521,10.14,,,,3,2022-08-04,2024-01-17
2022-12-11,"[ĐTPTDL] - BI Track - cần thay đổi","12/11 BI Track",1341,1611,10.22,1,1,,3,2022-08-04,2024-01-17
2022-12-11,"[ĐTPTDL] - Data Science","29/09 Data Science [25-34]",953,1141,10.49,,,,5,2022-08-04,2024-01-17
2022-12-11,"[ĐTPTDL] - Excel VBA","12/11 Excel",2084,2497,10.14,1,1,,3,2022-08-04,2024-01-17
2022-12-11,"[ĐTPTDL] - Power BI - Ngày 09/08 bật lại","03/11 Power BI",1473,1697,10.03,,,,4,2022-08-04,2024-01-17
2022-12-11,"[ĐTPTDL] - Power BI - Ngày 09/08 bật lại","23/09 - Power BI [18-24]",3639,3952,10.28,,,,13,2022-08-04,2024-01-17
2022-12-11,"[ĐTPTDL] - Python Track","06/12 Python track [22-26]",2879,3472,10.19,4,4,,10,2022-08-04,2024-01-17
2022-12-11,"[ĐTPTDL] - Python combo","22/09 - Python combo",3980,4472,10.21,2,2,,6,2022-08-04,2024-01-17
2022-12-11,"[ĐTPTDL] - SQL","1/11 SQL - HCM",6208,6799,10.24,1,1,,18,2022-08-04,2024-01-17
2022-12-10,"[ĐTPTDL] - BA","BA 20/09",2987,3568,10.77,1,1,,2,2022-08-04,2024-01-17
2022-12-10,"[ĐTPTDL] - BI Track - cần thay đổi","12/11 BI Track",1425,1704,10.8,,,,1,2022-08-04,2024-01-17
2022-12-10,"[ĐTPTDL] - Data Science","29/09 Data Science [25-34]",1485,1751,10.34,2,2,,2,2022-08-04,2024-01-17
2022-12-10,"[ĐTPTDL] - Excel VBA","12/11 Excel",3219,3728,10.8,3,4,,9,2022-08-04,2024-01-17
2022-12-10,"[ĐTPTDL] - Power BI - Ngày 09/08 bật lại","03/11 Power BI",1886,2166,10.92,2,2,1,10,2022-08-04,2024-01-17
2022-12-10,"[ĐTPTDL] - Power BI - Ngày 09/08 bật lại","23/09 - Power BI [18-24]",4320,4678,10.5,,,1,12,2022-08-04,2024-01-17
2022-12-10,"[ĐTPTDL] - Python Track","06/12 Python track [22-26]",2987,3614,10.59,1,1,,7,2022-08-04,2024-01-17
2022-12-10,"[ĐTPTDL] - Python combo","22/09 - Python combo",4708,5349,10.95,2,2,,4,2022-08-04,2024-01-17
2022-12-10,"[ĐTPTDL] - SQL","1/11 SQL - HCM",6450,7242,10.94,5,5,,23,2022-08-04,2024-01-17
2022-12-09,"[ĐTPTDL] - BA","BA 20/09",2293,2802,10.32,4,4,,8,2022-08-04,2024-01-17
2022-12-09,"[ĐTPTDL] - BI Track - cần thay đổi","12/11 BI Track",1528,1877,10.43,1,1,,2,2022-08-04,2024-01-17
2022-12-09,"[ĐTPTDL] - Data Science","29/09 Data Science [25-34]",1120,1363,10.48,1,1,1,1,2022-08-04,2024-01-17
2022-12-09,"[ĐTPTDL] - Excel VBA","12/11 Excel",2873,3409,10.49,2,2,,5,2022-08-04,2024-01-17
2022-12-09,"[ĐTPTDL] - Power BI - Ngày 09/08 bật lại","03/11 Power BI",1401,1630,10.16,1,1,,10,2022-08-04,2024-01-17
2022-12-09,"[ĐTPTDL] - Power BI - Ngày 09/08 bật lại","23/09 - Power BI [18-24]",4341,4684,10.49,3,3,,20,2022-08-04,2024-01-17
2022-12-09,"[ĐTPTDL] - Python Track","06/12 Python track [22-26]",3217,3929,10.3,,,,6,2022-08-04,2024-01-17
2022-12-09,"[ĐTPTDL] - Python combo","22/09 - Python combo",4461,5031,10.24,1,1,,7,2022-08-04,2024-01-17
2022-12-09,"[ĐTPTDL] - SQL","1/11 SQL - HCM",5000,5651,10.12,1,1,,6,2022-08-04,2024-01-17
2022-12-08,"[ĐTPTDL] - BA","BA 20/09",2194,2606,9.86,1,1,1,4,2022-08-04,2024-01-17
2022-12-08,"[ĐTPTDL] - BI Track - cần thay đổi","12/11 BI Track",1389,1675,9.79,1,1,,4,2022-08-04,2024-01-17
2022-12-08,"[ĐTPTDL] - Data Science","29/09 Data Science [25-34]",1133,1408,9.69,,,,3,2022-08-04,2024-01-17
2022-12-08,"[ĐTPTDL] - Excel VBA","12/11 Excel",2471,2937,9.73,3,3,1,7,2022-08-04,2024-01-17
2022-12-08,"[ĐTPTDL] - Power BI - Ngày 09/08 bật lại","03/11 Power BI",1563,1801,10.12,,,,4,2022-08-04,2024-01-17
2022-12-08,"[ĐTPTDL] - Power BI - Ngày 09/08 bật lại","23/09 - Power BI [18-24]",4216,4610,9.67,1,1,,15,2022-08-04,2024-01-17
2022-12-08,"[ĐTPTDL] - Python Track","06/12 Python track [22-26]",3731,4453,9.63,,,,5,2022-08-04,2024-01-17
2022-12-08,"[ĐTPTDL] - Python combo","22/09 - Python combo",4285,4875,9.91,5,6,3,9,2022-08-04,2024-01-17
2022-12-08,"[ĐTPTDL] - SQL","1/11 SQL - HCM",5592,6223,9.85,1,1,1,13,2022-08-04,2024-01-17
2022-12-07,"[ĐTPTDL] - BA","BA 20/09",1948,2415,9.61,2,2,,3,2022-08-04,2024-01-17
2022-12-07,"[ĐTPTDL] - BI Track - cần thay đổi","12/11 BI Track",1125,1367,9.3,1,1,,,2022-08-04,2024-01-17
2022-12-07,"[ĐTPTDL] - Data Science","29/09 Data Science [25-34]",1065,1344,9.57,1,1,,2,2022-08-04,2024-01-17
2022-12-07,"[ĐTPTDL] - Excel VBA","12/11 Excel",2222,2664,9.45,1,1,,5,2022-08-04,2024-01-17
2022-12-07,"[ĐTPTDL] - Power BI - Ngày 09/08 bật lại","03/11 Power BI",1640,1848,9.4,6,6,3,9,2022-08-04,2024-01-17
2022-12-07,"[ĐTPTDL] - Power BI - Ngày 09/08 bật lại","23/09 - Power BI [18-24]",3717,4101,9.51,4,4,1,15,2022-08-04,2024-01-17
2022-12-07,"[ĐTPTDL] - Python Track","06/12 Python track [22-26]",4207,5044,9.77,,,,8,2022-08-04,2024-01-17
2022-12-07,"[ĐTPTDL] - Python combo","22/09 - Python combo",3593,4126,9.46,4,4,1,7,2022-08-04,2024-01-17
2022-12-07,"[ĐTPTDL] - SQL","1/11 SQL - HCM",4498,5053,9.3,1,1,1,3,2022-08-04,2024-01-17
2022-12-06,"[ĐTPTDL] - BA","BA 20/09",1911,2381,9.93,3,3,1,7,2022-08-04,2024-01-17
2022-12-06,"[ĐTPTDL] - BI Track - cần thay đổi","12/11 BI Track",1190,1455,10,4,5,1,6,2022-08-04,2024-01-17
2022-12-06,"[ĐTPTDL] - Data Science","29/09 Data Science [25-34]",989,1285,10,1,1,,2,2022-08-04,2024-01-17
2022-12-06,"[ĐTPTDL] - Excel VBA","12/11 Excel",2225,2707,9.81,1,1,,4,2022-08-04,2024-01-17
2022-12-06,"[ĐTPTDL] - Power BI - Ngày 09/08 bật lại","03/11 Power BI",1516,1710,9.83,1,1,,12,2022-08-04,2024-01-17
2022-12-06,"[ĐTPTDL] - Power BI - Ngày 09/08 bật lại","23/09 - Power BI [18-24]",3898,4266,10.06,1,1,,9,2022-08-04,2024-01-17
2022-12-06,"[ĐTPTDL] - Python Track","06/12 Python track [22-26]",2175,2830,9.64,3,3,,8,2022-08-04,2024-01-17
2022-12-06,"[ĐTPTDL] - Python combo","22/09 - Python combo",3853,4422,9.95,1,1,,5,2022-08-04,2024-01-17
2022-12-06,"[ĐTPTDL] - SQL","1/11 SQL - HCM",4810,5419,9.96,4,4,2,9,2022-08-04,2024-01-17
2022-12-05,"[ĐTPTDL] - BA","BA 20/09",1824,2286,9.57,1,1,,2,2022-08-04,2024-01-17
2022-12-05,"[ĐTPTDL] - BI Track - cần thay đổi","12/11 BI Track",1471,1864,9.63,3,3,,6,2022-08-04,2024-01-17
2022-12-05,"[ĐTPTDL] - Data Science","29/09 Data Science [25-34]",894,1132,9.6,1,1,,3,2022-08-04,2024-01-17
2022-12-05,"[ĐTPTDL] - Excel VBA","12/11 Excel",2462,2974,9.8,2,3,,9,2022-08-04,2024-01-17
2022-12-05,"[ĐTPTDL] - Power BI - Ngày 09/08 bật lại","03/11 Power BI",1567,1789,9.86,,,,3,2022-08-04,2024-01-17
2022-12-05,"[ĐTPTDL] - Power BI - Ngày 09/08 bật lại","23/09 - Power BI [18-24]",4818,5275,9.76,2,2,,11,2022-08-04,2024-01-17
2022-12-05,"[ĐTPTDL] - Python combo","22/09 - Python combo",3683,4291,9.51,2,2,,9,2022-08-04,2024-01-17
2022-12-05,"[ĐTPTDL] - SQL","1/11 SQL - HCM",4815,5482,9.81,3,3,1,9,2022-08-04,2024-01-17
2022-12-04,"[ĐTPTDL] - BA","BA 20/09",2237,2704,9.94,4,4,1,3,2022-08-04,2024-01-17
2022-12-04,"[ĐTPTDL] - BI Track - cần thay đổi","12/11 BI Track",1741,2136,10.05,1,1,1,2,2022-08-04,2024-01-17
2022-12-04,"[ĐTPTDL] - Data Science","29/09 Data Science [25-34]",1157,1469,10.32,2,2,1,2,2022-08-04,2024-01-17
2022-12-04,"[ĐTPTDL] - Excel VBA","12/11 Excel",3230,3897,9.92,5,4,1,8,2022-08-04,2024-01-17
2022-12-04,"[ĐTPTDL] - Power BI - Ngày 09/08 bật lại","03/11 Power BI",1849,2095,9.7,2,2,1,2,2022-08-04,2024-01-17
2022-12-04,"[ĐTPTDL] - Power BI - Ngày 09/08 bật lại","23/09 - Power BI [18-24]",7274,7886,10.01,2,3,1,32,2022-08-04,2024-01-17
2022-12-04,"[ĐTPTDL] - Python combo","22/09 - Python combo",5400,6121,9.98,7,7,,9,2022-08-04,2024-01-17
2022-12-04,"[ĐTPTDL] - SQL","1/11 SQL - HCM",5988,6807,10.02,2,4,,12,2022-08-04,2024-01-17
2022-12-03,"[ĐTPTDL] - BA","BA 20/09",3245,3812,11.72,5,5,1,7,2022-08-04,2024-01-17
2022-12-03,"[ĐTPTDL] - BI Track - cần thay đổi","12/11 BI Track",2106,2629,11.63,2,2,,5,2022-08-04,2024-01-17
2022-12-03,"[ĐTPTDL] - Data Science","29/09 Data Science [25-34]",1613,1977,11.7,1,1,,3,2022-08-04,2024-01-17
2022-12-03,"[ĐTPTDL] - Excel VBA","12/11 Excel",4286,5089,11.59,5,5,,10,2022-08-04,2024-01-17
2022-12-03,"[ĐTPTDL] - Power BI - Ngày 09/08 bật lại","03/11 Power BI",2657,3051,11.91,2,2,,11,2022-08-04,2024-01-17
2022-12-03,"[ĐTPTDL] - Power BI - Ngày 09/08 bật lại","23/09 - Power BI [18-24]",9434,9846,11.52,2,2,1,26,2022-08-04,2024-01-17
2022-12-03,"[ĐTPTDL] - Python combo","22/09 - Python combo",7110,8095,11.56,5,6,1,12,2022-08-04,2024-01-17
2022-12-03,"[ĐTPTDL] - SQL","1/11 SQL - HCM",7904,8806,11.52,3,3,1,18,2022-08-04,2024-01-17
2022-12-02,"[ĐTPTDL] - BA","BA 20/09",3882,4649,11.58,3,3,,7,2022-08-04,2024-01-17
2022-12-02,"[ĐTPTDL] - BI Track - cần thay đổi","12/11 BI Track",3335,4038,11.74,,,,10,2022-08-04,2024-01-17
2022-12-02,"[ĐTPTDL] - Data Science","29/09 Data Science [25-34]",1871,2249,11.71,2,2,1,3,2022-08-04,2024-01-17
2022-12-02,"[ĐTPTDL] - Excel VBA","12/11 Excel",5260,6105,11.82,5,5,1,12,2022-08-04,2024-01-17
2022-12-02,"[ĐTPTDL] - Power BI - Ngày 09/08 bật lại","03/11 Power BI",2777,3149,11.65,3,3,,9,2022-08-04,2024-01-17
2022-12-02,"[ĐTPTDL] - Power BI - Ngày 09/08 bật lại","23/09 - Power BI [18-24]",9374,9984,11.55,3,3,3,32,2022-08-04,2024-01-17
2022-12-02,"[ĐTPTDL] - Python combo","22/09 - Python combo",6532,7504,11.65,1,1,1,8,2022-08-04,2024-01-17
2022-12-02,"[ĐTPTDL] - SQL","1/11 SQL - HCM",6314,6964,11.57,2,2,3,8,2022-08-04,2024-01-17
2022-12-01,"[ĐTPTDL] - BA","BA 20/09",3348,3948,11.42,3,3,,8,2022-08-04,2024-01-17
2022-12-01,"[ĐTPTDL] - BI Track - cần thay đổi","12/11 BI Track",3622,4438,11.3,,,,6,2022-08-04,2024-01-17
2022-12-01,"[ĐTPTDL] - Data Science","29/09 Data Science [25-34]",2260,2593,11.4,2,2,1,7,2022-08-04,2024-01-17
2022-12-01,"[ĐTPTDL] - Excel VBA","12/11 Excel",4988,5792,11.42,2,2,1,13,2022-08-04,2024-01-17
2022-12-01,"[ĐTPTDL] - Power BI - Ngày 09/08 bật lại","03/11 Power BI",2797,3141,11.53,2,2,,6,2022-08-04,2024-01-17
2022-12-01,"[ĐTPTDL] - Power BI - Ngày 09/08 bật lại","23/09 - Power BI [18-24]",8138,8802,11.42,1,1,1,23,2022-08-04,2024-01-17
2022-12-01,"[ĐTPTDL] - Python combo","22/09 - Python combo",6208,7205,11.46,4,4,1,14,2022-08-04,2024-01-17
2022-12-01,"[ĐTPTDL] - SQL","1/11 SQL - HCM",7574,8507,11.54,1,2,,13,2022-08-04,2024-01-17
2022-11-29,"[ĐTPTDL] - BA","BA 20/09",516,575,2.57,1,1,,1,2022-08-04,2024-01-17
2022-11-29,"[ĐTPTDL] - BI Track - cần thay đổi","12/11 BI Track",1086,1192,2.51,,,,3,2022-08-04,2024-01-17
2022-11-29,"[ĐTPTDL] - Data Science","29/09 Data Science [25-34]",323,364,2.58,1,1,,1,2022-08-04,2024-01-17
2022-11-29,"[ĐTPTDL] - Excel VBA","12/11 Excel",1400,1493,2.62,1,1,1,1,2022-08-04,2024-01-17
2022-11-29,"[ĐTPTDL] - Power BI - Ngày 09/08 bật lại","03/11 Power BI",503,530,2.11,1,1,1,4,2022-08-04,2024-01-17
2022-11-29,"[ĐTPTDL] - Power BI - Ngày 09/08 bật lại","23/09 - Power BI [18-24]",1125,1165,2.07,,,,2,2022-08-04,2024-01-17
2022-11-29,"[ĐTPTDL] - Python combo","22/09 - Python combo",1216,1289,2.16,1,1,,4,2022-08-04,2024-01-17
2022-11-29,"[ĐTPTDL] - SQL","1/11 SQL - HCM",1379,1450,2.66,,,,3,2022-08-04,2024-01-17
2022-11-28,"[ĐTPTDL] - BA","BA 20/09",1891,2372,9.79,,,,5,2022-08-04,2024-01-17
2022-11-28,"[ĐTPTDL] - BI Track - cần thay đổi","12/11 BI Track",3518,4498,11.58,1,1,,3,2022-08-04,2024-01-17
2022-11-28,"[ĐTPTDL] - Data Science","29/09 Data Science [25-34]",1098,1406,10.18,2,2,2,4,2022-08-04,2024-01-17
2022-11-28,"[ĐTPTDL] - Excel VBA","12/11 Excel",5562,6781,11.41,7,8,1,9,2022-08-04,2024-01-17
2022-11-28,"[ĐTPTDL] - Power BI - Ngày 09/08 bật lại","03/11 Power BI",1672,1899,9.78,3,3,2,6,2022-08-04,2024-01-17
2022-11-28,"[ĐTPTDL] - Power BI - Ngày 09/08 bật lại","23/09 - Power BI [18-24]",5534,5931,9.77,2,2,2,25,2022-08-04,2024-01-17
2022-11-28,"[ĐTPTDL] - Python combo","22/09 - Python combo",4921,5709,9.68,2,3,,13,2022-08-04,2024-01-17
2022-11-28,"[ĐTPTDL] - SQL","1/11 SQL - HCM",6550,7365,9.9,3,3,1,21,2022-08-04,2024-01-17
2022-11-27,"[ĐTPTDL] - BA","BA 20/09",2184,2729,10.17,1,1,,7,2022-08-04,2024-01-17
2022-11-27,"[ĐTPTDL] - Data Science","29/09 Data Science [25-34]",1191,1502,9.82,1,1,,1,2022-08-04,2024-01-17
2022-11-27,"[ĐTPTDL] - Power BI - Ngày 09/08 bật lại","03/11 Power BI",2237,2630,10.17,4,4,3,12,2022-08-04,2024-01-17
2022-11-27,"[ĐTPTDL] - Power BI - Ngày 09/08 bật lại","23/09 - Power BI [18-24]",7752,8279,10.39,,,,28,2022-08-04,2024-01-17
2022-11-27,"[ĐTPTDL] - Python combo","22/09 - Python combo",6676,7790,10.01,,,1,6,2022-08-04,2024-01-17
2022-11-27,"[ĐTPTDL] - SQL","1/11 SQL - HCM",8484,9303,9.78,1,1,,13,2022-08-04,2024-01-17
2022-11-26,"[ĐTPTDL] - BA","BA 20/09",3584,4550,11.6,2,2,1,6,2022-08-04,2024-01-17
2022-11-26,"[ĐTPTDL] - Data Science","29/09 Data Science [25-34]",1506,1957,11.72,1,1,,2,2022-08-04,2024-01-17
2022-11-26,"[ĐTPTDL] - Power BI - Ngày 09/08 bật lại","03/11 Power BI",2856,3401,11.59,2,2,1,13,2022-08-04,2024-01-17
2022-11-26,"[ĐTPTDL] - Power BI - Ngày 09/08 bật lại","23/09 - Power BI [18-24]",8474,9267,11.59,1,1,2,35,2022-08-04,2024-01-17
2022-11-26,"[ĐTPTDL] - Python combo","22/09 - Python combo",7638,8809,11.47,2,2,1,15,2022-08-04,2024-01-17
2022-11-26,"[ĐTPTDL] - SQL","1/11 SQL - HCM",8482,9628,11.4,5,5,1,22,2022-08-04,2024-01-17
2022-11-25,"[ĐTPTDL] - BA","BA 20/09",2912,3741,11.52,4,4,,9,2022-08-04,2024-01-17
2022-11-25,"[ĐTPTDL] - Data Science","29/09 Data Science [25-34]",1724,2232,11.45,2,2,1,6,2022-08-04,2024-01-17
2022-11-25,"[ĐTPTDL] - Power BI - Ngày 09/08 bật lại","03/11 Power BI",2230,2749,11.51,2,2,1,4,2022-08-04,2024-01-17
2022-11-25,"[ĐTPTDL] - Power BI - Ngày 09/08 bật lại","23/09 - Power BI [18-24]",7302,8187,11.63,4,4,,19,2022-08-04,2024-01-17
